student_id,course_id,similarity_score,Branch,Percentage_10th,Percentage_12th,Skills_x,Career_Goal,StudentId,skills_processed_x,career_goal_processed,Title,Category,Course Type,Skills_y,skills_processed_y,category_processed
85,introduction_to_psychology,0.19897006848984333,ECE,85,85,,IoT Developer,85,,iot developer,Introduction to Psychology,Health,Course,"Psychological Issues,Psychology,Social Psychology,Mental Illness,",psychological issuespsychologysocial psychologymental illness,health
59,introduction_to_programming_with_python_and_java_s,0.5524932933292714,CSIT,85,85,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,59,python r data analysis machine learning sql data visualization,data scientist,Introduction to Programming with Python and Java Specialization,Computer Science,Specialization,"Programming Principles, Python Programming, Java Programming, Data Structure, Computer Programming, Python Tools, Python Syntax And Semantics, Data Science, Python Libraries, Data Analysis, Data Visualization (DataViz), Java Tools, ",programming principles python programming java programming data structure computer programming python tools python syntax and semantics data science python libraries data analysis data visualization dataviz java tools,computer science
6,apache_spark_tm_sql_for_data_analysts,0.3339922499525997,IT,75,85,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,6,python java c data structures algorithms git,software engineer,Apache Spark (TM) SQL for Data Analysts,Data Science,Course,"Data Analysis,Spark SQL,SQL,",data analysisspark sqlsql,data science
52,5google_cloud_fundamentals_core_infrastructure,0.29051281597352774,IT,85,85,"Cloud Computing, AWS, Azure, Networking, DevOps, Virtualization",Cloud Engineer,52,cloud computing aws azure networking devops virtualization,cloud engineer,Google Cloud Fundamentals: Core Infrastructure,Information Technology,Course,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",google compute enginegoogle app engine gaegoogle cloud platformcloud computing,information technology
6,1r_programming,0.3293468209741631,IT,75,85,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,6,python java c data structures algorithms git,software engineer,R Programming,Data Science,Course,"Data Analysis,Debugging,R Programming,Rstudio,",data analysisdebuggingr programmingrstudio,data science
13,cloud_application_development_foundations_speciali,0.2526869746696541,CSIT,85,95,,DevOps Engineer,13,,devops engineer,Cloud Application Development Foundations Specialization,Information Technology,Specialization,"Devops, Python Programming, Node.Js, HTML and CSS, Cloud Applications, Cloud Native, Iaas PaaS Saas, Hybrid Multicloud, Cloud Computing, Cascading Style Sheets (CSS), HTML, Git (Software), ",devops python programming nodejs html and css cloud applications cloud native iaas paas saas hybrid multicloud cloud computing cascading style sheets css html git software,information technology
5,3what_is_data_science_,0.3017068804881191,CS,85,95,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,5,python java c data structures algorithms git,software engineer,What is Data Science? ,Data Science,Course,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,",data sciencedeep learningmachine learningbig datadata mining,data science
52,cloud_application_development_foundations_speciali,0.28129115346857264,IT,85,85,"Cloud Computing, AWS, Azure, Networking, DevOps, Virtualization",Cloud Engineer,52,cloud computing aws azure networking devops virtualization,cloud engineer,Cloud Application Development Foundations Specialization,Information Technology,Specialization,"Devops, Python Programming, Node.Js, HTML and CSS, Cloud Applications, Cloud Native, Iaas PaaS Saas, Hybrid Multicloud, Cloud Computing, Cascading Style Sheets (CSS), HTML, Git (Software), ",devops python programming nodejs html and css cloud applications cloud native iaas paas saas hybrid multicloud cloud computing cascading style sheets css html git software,information technology
14,learning_linux_for_lfca_certification_specializati,0.2689317740551545,CS,85,75,,Cybersecurity Analyst,14,,cybersecurity analyst,Learning Linux for LFCA Certification Specialization,Computer Science,Specialization,"creating links to files and directories, updating packages, managing Linux File Systems, filtering text files, applying permissions, Cybersecurity, Information Technology, Linux, Virtual Machine, Version Control, Hypervisor, Use Case, ",creating links to files and directories updating packages managing linux file systems filtering text files applying permissions cybersecurity information technology linux virtual machine version control hypervisor use case,computer science
2,applied_data_science_with_python_specialization,0.6569120639217891,CSIT,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,2,python r data analysis machine learning sql data visualization,data scientist,Applied Data Science with Python Specialization,Data Science,Specialization,"Text Mining, Python Programming, Pandas, Matplotlib, Numpy, Data Cleansing, Data Virtualization, Data Visualization (DataViz), Machine Learning (ML) Algorithms, Machine Learning, Scikit-Learn, Natural Language Toolkit (NLTK), ",text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,data science
3,learn_sql_basics_for_data_science_specialization,0.5938560876995513,CSIT,85,85,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,3,python r data analysis machine learning sql data visualization,data scientist,Learn SQL Basics for Data Science Specialization,Data Science,Specialization,"Data Analysis, Apache Spark, Delta Lake, SQL, Data Science, Sqlite, A/B Testing, Query String, Predictive Analytics, Presentation Skills, creating metrics, Exploratory Data Analysis, ",data analysis apache spark delta lake sql data science sqlite ab testing query string predictive analytics presentation skills creating metrics exploratory data analysis,data science
22,trading_strategies_in_emerging_markets_specializat,0.1984197135838508,ECE,85,75,,Signal Processing Engineer,22,,signal processing engineer,Trading Strategies in Emerging Markets Specialization,Business,Specialization,"Trading Strategy, Algorithmic Trading, Financial Ratio, Trading, Cost, Financial Statement, Post-Earnings-Announcement Drift (PEAD), F1 Score, ",trading strategy algorithmic trading financial ratio trading cost financial statement postearningsannouncement drift pead f score,business
80,excel_skills_for_business_specialization,0.19998789434164588,ECE,75,75,,IoT Developer,80,,iot developer,Excel Skills for Business Specialization,Business,Specialization,"Data Validation, Microsoft Excel, Microsoft Excel Macro, Pivot Table, Graphs, Spreadsheet, Chart, Concatenation, Consolization, Pivot Chart, Lookup Table, Microsoft Excel Vba, ",data validation microsoft excel microsoft excel macro pivot table graphs spreadsheet chart concatenation consolization pivot chart lookup table microsoft excel vba,business
45,user_interface_design_specialization,0.24521647489247783,ME,75,75,"CAD, Mechanical Design, Manufacturing Processes, Prototyping, SolidWorks, AutoCAD",Design Engineer,45,cad mechanical design manufacturing processes prototyping solidworks autocad,design engineer,User Interface Design Specialization,Computer Science,Specialization,"Usability, User Interface Design (UI Design), Design Theory, User Interface, User Research, Heuristic Evaluation, ",usability user interface design ui design design theory user interface user research heuristic evaluation,computer science
65,doing_more_with_google_sheets,0.1982975818733318,CSIT,85,85,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,65,html css javascript react nodejs angular apis databases,web developer,Doing more with Google Sheets,Business,Course,"Spreadsheet,Google Sheets,Data Analysis,Data Reporting,Data Visualization (DataViz),",spreadsheetgoogle sheetsdata analysisdata reportingdata visualization dataviz,business
9,text_retrieval_and_search_engines,0.2560974495813569,CSAI,85,85,"Robotics, AI, C++, Embedded Systems, MATLAB, ROS",Robotics Engineer,9,robotics ai c embedded systems matlab ros,robotics engineer,Text Retrieval and Search Engines,Data Science,Course,"Information Retrieval (IR),Document Retrieval,Machine Learning,Recommender Systems,",information retrieval irdocument retrievalmachine learningrecommender systems,data science
79,meta_backend_developer_professional_certificate,0.21145235147409272,IT,85,75,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,79,html css javascript react nodejs angular apis databases,web developer,Meta Back-End Developer Professional Certificate,Computer Science,Professional Certificate,"Cloud Hosting,Application Programming Interfaces (API),Python Programming,Computer Programming,Django (Web Framework),Linux,Web Development,Bash (Unix Shell),Github,Version Control,MySQL,Database (DBMS),database administration,Build a data model,Design a web application,Debugging,Authentication and authorization,REST APIs,Filtering and ordering,Serializers and deserializers,Cascading Style Sheets (CSS),HTML,Production environments,JavaScript,API endpoints,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,",cloud hostingapplication programming interfaces apipython programmingcomputer programmingdjango web frameworklinuxweb developmentbash unix shellgithubversion controlmysqldatabase dbmsdatabase administrationbuild a data modeldesign a web applicationdebuggingauthentication and authorizationrest apisfiltering and orderingserializers and deserializerscascading style sheets csshtmlproduction environmentsjavascriptapi endpointspseudocodealgorithmscommunicationdata structurecomputer science,computer science
41,linux_system_programming_and_introduction_to_build,0.20956227266216287,EN,85,85,,Power Systems Engineer,41,,power systems engineer,Linux System Programming and Introduction to Buildroot,Computer Science,Course,"Linux,Embedded Systems Engineering,C Programming,Shell Script,Electrical Engineering,",linuxembedded systems engineeringc programmingshell scriptelectrical engineering,computer science
38,data_science_fundamentals_for_data_analysts,0.4241839922009897,IT,75,75,"SQL, Excel, Data Visualization, Python, R, Tableau, Power BI",Data Analyst,38,sql excel data visualization python r tableau power bi,data analyst,Data Science Fundamentals for Data Analysts,Data Science,Course,"Data Science,Data Analysis,Machine Learning,",data sciencedata analysismachine learning,data science
18,excel_skills_for_data_analytics_and_visualization_,0.6889181403099653,CS,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,18,python r data analysis machine learning sql data visualization,data scientist,Excel Skills for Data Analytics and Visualization Specialization,Business,Specialization,"Data Analysis, Microsoft Excel, Data Visualization (DataViz), Data Cleansing, Big Data, power bi, ",data analysis microsoft excel data visualization dataviz data cleansing big data power bi,business
8,applied_data_science_specialization,0.6303026625108299,CS,85,85,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,8,python r data analysis machine learning sql data visualization,data scientist,Applied Data Science Specialization,Data Science,Specialization,"Data Science, Python Programming, Data Analysis, Pandas, Numpy, Jupyter notebooks, Predictive Modelling, Data Visualization (DataViz), Model Selection, Dashboards and Charts, dash, Matplotlib, ",data science python programming data analysis pandas numpy jupyter notebooks predictive modelling data visualization dataviz model selection dashboards and charts dash matplotlib,data science
24,english_for_career_development,0.3184131925422314,CS,85,85,"Python, AI, Machine Learning, Neural Networks, Deep Learning, TensorFlow",AI Engineer,24,python ai machine learning neural networks deep learning tensorflow,ai engineer,English for Career Development,Language Learning,Course,"Communication,English Language,Career Development,Writing,",communicationenglish languagecareer developmentwriting,language learning
75,introduction_to_frontend_development,0.22820611979516764,CSIT,85,85,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,75,html css javascript react nodejs angular apis databases,web developer,Introduction to Front-End Development,Computer Science,Course,"Web Development Tools,User Interface,Front-End Web Development,HTML and CSS,Responsive Web Design,",web development toolsuser interfacefrontend web developmenthtml and cssresponsive web design,computer science
80,advanced_computer_vision_with_tensorflow,0.19956171316560872,ECE,75,75,,IoT Developer,80,,iot developer,Advanced Computer Vision with TensorFlow,Data Science,Course,"Salience,Image Segmentation,Model Interpretability,Class Activation Maps,TensorFlow Object Detection API,",salienceimage segmentationmodel interpretabilityclass activation mapstensorflow object detection api,data science
23,linux_and_bash_for_data_engineering,0.1983631073363541,ECE,85,95,,Signal Processing Engineer,23,,signal processing engineer,Linux and Bash for Data Engineering,Information Technology,Course,"Bash (Unix Shell),Database (DBMS),Data Management,Linux,",bash unix shelldatabase dbmsdata managementlinux,information technology
76,introduction_to_data_analytics,0.46831515348310343,MCA,50,50,"SQL, Excel, Data Visualization, Python, R, Tableau, Power BI",Data Analyst,76,sql excel data visualization python r tableau power bi,data analyst,Introduction to Data Analytics,Data Science,Course,"Data Science,Spreadsheet,Microsoft Excel,Data Analysis,Data Visualization (DataViz),",data sciencespreadsheetmicrosoft exceldata analysisdata visualization dataviz,data science
81,developing_cloud_apps_with_nodejs_and_react,0.19794513734836539,ECE,85,75,,Signal Processing Engineer,81,,signal processing engineer,Developing Cloud Apps with Node.js and React,Computer Science,Course,"Web Development,back-end development,Server-side JavaScript,express,Computer Science,",web developmentbackend developmentserverside javascriptexpresscomputer science,computer science
71,advanced_application_management_with_red_hat_opens,0.3796710064552653,IT,85,85,"Cloud Computing, AWS, Azure, Networking, DevOps, Virtualization",Cloud Engineer,71,cloud computing aws azure networking devops virtualization,cloud engineer,Advanced Application Management with Red Hat OpenShift,Information Technology,Course,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,",cloud platformscloud applicationskubernetescloud computing,information technology
5,accounting_data_analytics_with_python,0.33801416239439225,CS,85,95,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,5,python java c data structures algorithms git,software engineer,Accounting Data Analytics with Python,Data Science,Course,"Python Programming,Data Visualization (DataViz),Linear Regression,SQL,Data Preparation,",python programmingdata visualization datavizlinear regressionsqldata preparation,data science
70,salesforce_fundamentals_specialization,0.3388389081997619,MCA,75,65,"Java, C#, Python, Data Structures, Algorithms, Web Development, Database Management",Software Developer,70,java c python data structures algorithms web development database management,software developer,Salesforce Fundamentals Specialization,Business,Specialization,"Data Management, Cloud Integration, Data Security, Automation, Cloud Computing, ",data management cloud integration data security automation cloud computing,business
68,ibm_data_engineering_professional_certificate,0.3060905088227267,MCA,85,85,"SQL, Database Management, Oracle, MySQL, Data Security, Backup and Recovery",Database Administrator,68,sql database management oracle mysql data security backup and recovery,database administrator,IBM Data Engineering Professional Certificate,Information Technology,Professional Certificate,"Relational Database Management Syste (RDBMS),ETL & Data Pipelines,NoSQL and Big Data,Apache Spark,SQL,",relational database management syste rdbmsetl data pipelinesnosql and big dataapache sparksql,information technology
69,2introduction_to_artificial_intelligence_ai,0.5746234005059295,CSIT,85,85,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,69,python r data analysis machine learning sql data visualization,data scientist,Introduction to Artificial Intelligence (AI),Data Science,Course,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,",data sciencedeep learningartificial intelligence aijobsmachine learning,data science
49,introduction_to_data_science_in_python,0.35110370800366414,CSIT,75,75,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,49,python java c data structures algorithms git,software engineer,Introduction to Data Science in Python,Data Science,Course,"Python Programming,Numpy,Pandas,Data Cleansing,",python programmingnumpypandasdata cleansing,data science
61,project_planning_and_execution,0.19825035295905638,ECE,85,85,,VLSI Engineer,61,,vlsi engineer,Project Planning and Execution,Business,Course,"Project Planning,Engineering management,budget management,Risk Management,Project Management,",project planningengineering managementbudget managementrisk managementproject management,business
77,data_analysis_with_r_programming,0.1997479495790518,MCA,65,50,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,77,html css javascript react nodejs angular apis databases,web developer,Data Analysis with R Programming,Data Science,Course,"R Programming,Data Analysis,Data Visualization (DataViz),R Markdown,Rstudio,",r programmingdata analysisdata visualization datavizr markdownrstudio,data science
4,1machine_learning_data_lifecycle_in_production_,0.19780001577972445,CS,85,95,,Cybersecurity Analyst,4,,cybersecurity analyst,Machine Learning Data Lifecycle in Production ,Data Science,Course,"ML Metadata,Convolutional Neural Network,TensorFlow Extended (TFX),Data Validation,Data transformation,",ml metadataconvolutional neural networktensorflow extended tfxdata validationdata transformation,data science
72,financial_analysis__skills_for_success_specializat,0.19994179412660595,ECE,75,95,,Signal Processing Engineer,72,,signal processing engineer,Financial Analysis - Skills for Success Specialization,Business,Specialization,"Accounting, Scenario Analysis, financial statement analysis, Strategic Management, Finance, Risk, Financial Analysis, Financial Statement, Planning, Decision-Making, Data Analysis, Budget, ",accounting scenario analysis financial statement analysis strategic management finance risk financial analysis financial statement planning decisionmaking data analysis budget,business
16,1machine_learning_foundations_for_product_managers,0.19900510592663956,CSIT,85,95,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,16,html css javascript react nodejs angular apis databases,web developer,Machine Learning Foundations for Product Managers,Data Science,Course,"Data Science,Artificial Neural Network,Machine Learning,Predictive Analytics,Modeling,",data scienceartificial neural networkmachine learningpredictive analyticsmodeling,data science
25,sequences_time_series_and_prediction,0.19874618809907652,CSIT,85,85,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,25,html css javascript react nodejs angular apis databases,web developer,"Sequences, Time Series and Prediction",Data Science,Course,"Forecasting,Machine Learning,Tensorflow,Time Series,prediction,",forecastingmachine learningtensorflowtime seriesprediction,data science
18,apache_spark_tm_sql_for_data_analysts,0.5975128485058265,CS,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,18,python r data analysis machine learning sql data visualization,data scientist,Apache Spark (TM) SQL for Data Analysts,Data Science,Course,"Data Analysis,Spark SQL,SQL,",data analysisspark sqlsql,data science
17,java_programming_and_software_engineering_fundamen,0.30879666627699554,CSIT,85,75,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,17,html css javascript react nodejs angular apis databases,web developer,Java Programming and Software Engineering Fundamentals Specialization,Computer Science,Specialization,"HTML, JavaScript, Cascading Style Sheets (CSS), Java Programming, Html5, Algorithms, Problem Solving, String (Computer Science), Data Structure, Cryptography, Hash Table, Programming Principles, ",html javascript cascading style sheets css java programming html algorithms problem solving string computer science data structure cryptography hash table programming principles,computer science
79,financial_management_capstone,0.1987417983696357,IT,85,75,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,79,html css javascript react nodejs angular apis databases,web developer,Financial Management Capstone,Business,Course,"Financial Management,Risk Management,Financial Mismanagement,Financial Aid Management,",financial managementrisk managementfinancial mismanagementfinancial aid management,business
82,microsoft_azure_management_tools_and_security_solu,0.2826782166821612,ECE,75,75,,IoT Developer,82,,iot developer,Microsoft Azure Management Tools and Security Solutions,Information Technology,Course,"Cloud Computing Security,Artificial Intelligence (AI),Microsoft Azure,Internet Of Things (IOT),",cloud computing securityartificial intelligence aimicrosoft azureinternet of things iot,information technology
30,introduction_to_r_programming_for_data_science,0.5738969770961034,CS,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,30,python r data analysis machine learning sql data visualization,data scientist,Introduction to R Programming for Data Science,Data Science,Course,"Data Science,R Programming,",data sciencer programming,data science
7,programming_with_javascript,0.19857936044786703,ECE,85,95,,IoT Developer,7,,iot developer,Programming with JavaScript,Computer Science,Course,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",testdriven developmentjavascriptfrontend web developmentobjectoriented programming oop,computer science
35,1fundamentals_of_reinforcement_learning,0.293906539101279,CSME,85,75,"AI, Manufacturing Systems, Robotics, Data Analytics, Machine Learning",AI in Manufacturing,35,ai manufacturing systems robotics data analytics machine learning,ai in manufacturing,Fundamentals of Reinforcement Learning,Data Science,Course,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",artificial intelligence aimachine learningreinforcement learningfunction approximationintelligent systems,data science
62,advanced_application_management_with_red_hat_opens,0.19875124532900645,CSIT,85,85,,DevOps Engineer,62,,devops engineer,Advanced Application Management with Red Hat OpenShift,Information Technology,Course,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,",cloud platformscloud applicationskubernetescloud computing,information technology
54,analyze_datasets_and_train_ml_models_using_automl,0.5803801052796747,CS,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,54,python r data analysis machine learning sql data visualization,data scientist,Analyze Datasets and Train ML Models using AutoML,Data Science,Course,"Statistical Data Bias Detection,Multi-class Classification with FastText and BlazingText,Data ingestion,Exploratory Data Analysis,Automated Machine Learning (AutoML),",statistical data bias detectionmulticlass classification with fasttext and blazingtextdata ingestionexploratory data analysisautomated machine learning automl,data science
16,django_for_everybody_specialization,0.27216608608870524,CSIT,85,95,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,16,html css javascript react nodejs angular apis databases,web developer,Django for Everybody Specialization,Computer Science,Specialization,"Cascading Style Sheets (CSS), HTML, JavaScript, SQL, Django (Web Framework), Hypertext Transfer Protocol (HTTP), Django Template Language, GET & POST, Object-Oriented Programming (OOP), Cross-Site Scripting Forgery (CSRF), User authentication, Sessions and cookies, ",cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,computer science
70,core_java_specialization,0.3771134270949851,MCA,75,65,"Java, C#, Python, Data Structures, Algorithms, Web Development, Database Management",Software Developer,70,java c python data structures algorithms web development database management,software developer,Core Java Specialization,Computer Science,Specialization,"Computer Programming, Java Programming, Web Development, Java Database Connectivity (JDBC), Java Class Library, Object-Oriented Programming (OOP), Crt0, Recursively Enumerable Set, Java Compiler, Javac, Iterator, Linearity, ",computer programming java programming web development java database connectivity jdbc java class library objectoriented programming oop crt recursively enumerable set java compiler javac iterator linearity,computer science
40,1programming_with_javascript,0.21466566727077668,CSME,85,75,"Automation Systems, PLC Programming, Control Systems, Robotics, SCADA",Automation Engineer,40,automation systems plc programming control systems robotics scada,automation engineer,Programming with JavaScript,Computer Science,Course,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",testdriven developmentjavascriptfrontend web developmentobjectoriented programming oop,computer science
64,introduction_to_trading_machine_learning__gcp,0.1979698561267304,CSAI,85,95,"Robotics, AI, C++, Embedded Systems, MATLAB, ROS",Robotics Engineer,64,robotics ai c embedded systems matlab ros,robotics engineer,"Introduction to Trading, Machine Learning & GCP",Data Science,Course,"Finance,Trading,Investment,Machine Learning applied to Finance,",financetradinginvestmentmachine learning applied to finance,data science
52,devops_on_aws_specialization,0.5026593460212845,IT,85,85,"Cloud Computing, AWS, Azure, Networking, DevOps, Virtualization",Cloud Engineer,52,cloud computing aws azure networking devops virtualization,cloud engineer,DevOps on AWS Specialization,Computer Science,Specialization,"Continuous Integration, Devops, Monitoring and Logging, Continuous Delivery, Microservices, AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, Test Automation, AWS cloud, ",continuous integration devops monitoring and logging continuous delivery microservices aws identity and access management networking on aws aws management console cloud computing aws security test automation aws cloud,computer science
18,executive_data_science_specialization,0.5651522342169653,CS,85,95,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,18,python r data analysis machine learning sql data visualization,data scientist,Executive Data Science Specialization,Data Science,Specialization,"Data Science, Data Management, Data Analysis, Communication, Leadership, Machine Learning, Project, Team Building, Management, Team Management, Interpretation, Exploratory Data Analysis, ",data science data management data analysis communication leadership machine learning project team building management team management interpretation exploratory data analysis,data science
63,how_to_manage_a_remote_team,0.19945439397422188,CS,85,85,,Cybersecurity Analyst,63,,cybersecurity analyst,How to Manage a Remote Team,Business,Course,"Business Transformation,Business Strategy,Leadership And Management,Human Resources (HR),Remote work,",business transformationbusiness strategyleadership and managementhuman resources hrremote work,business
8,introduction_to_artificial_intelligence_ai,0.5549634902448506,CS,85,85,"Python, R, Data Analysis, Machine Learning, SQL, Data Visualization",Data Scientist,8,python r data analysis machine learning sql data visualization,data scientist,Introduction to Artificial Intelligence (AI),Data Science,Course,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,",data sciencedeep learningartificial intelligence aijobsmachine learning,data science
15,1google_ux_design_professional_certificate,0.1982092694401778,ECE,75,75,,Embedded Systems Engineer,15,,embedded systems engineer,Google UX Design Professional Certificate,Computer Science,Professional Certificate,"Maquette fonctionnelle,Expérience utilisateur (UX),Conception Expérience Utilisateur (UXD),Prototype,Recherche UX,Armature,Conception de l’expérience utilisateur (UXD),Tests de la facilité d’utilisation,Figma,maquette,Adobe XD,Test d’utilisabilité,Test de facilité d’utilisation,Emplois de conception UX.,",maquette fonctionnelleexpérience utilisateur uxconception expérience utilisateur uxdprototyperecherche uxarmatureconception de lexpérience utilisateur uxdtests de la facilité dutilisationfigmamaquetteadobe xdtest dutilisabilitétest de facilité dutilisationemplois de conception ux,computer science
32,data_science_foundations_using_r_specialization,0.36587000817137405,CSIT,85,75,"Python, Java, C++, Data Structures, Algorithms, Git",Software Engineer,32,python java c data structures algorithms git,software engineer,Data Science: Foundations using R Specialization,Data Science,Specialization,"Data Science, Machine Learning, Github, R Programming, Exploratory Data Analysis, Rstudio, Data Analysis, Debugging, Data Manipulation, Regular Expression (REGEX), Data Cleansing, Cluster Analysis, ",data science machine learning github r programming exploratory data analysis rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,data science
42,machine_learning_foundations_a_case_study_approach,0.5220192966920699,CS,65,65,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, Algorithms, Data Structures",Machine Learning Engineer,42,python machine learning deep learning tensorflow pytorch algorithms data structures,machine learning engineer,Machine Learning Foundations: A Case Study Approach,Data Science,Course,"Python Programming,Machine Learning Concepts,Machine Learning,Deep Learning,",python programmingmachine learning conceptsmachine learningdeep learning,data science
41,rebuilding_our_relationship_with_food,0.1992689763396566,EN,85,85,,Power Systems Engineer,41,,power systems engineer,Rebuilding Our Relationship with Food,Health,Course,"Devise a customized plan for optimizing your eating patterns.,Rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term.,Practice self-compassion with regard to your eating behaviors and food choices.,Observe your own unique eating patterns and identify areas of improvement.,Practice food mindfulness or mindful eating on a day-to-day basis.,",devise a customized plan for optimizing your eating patternsrebuild your relationship with food by learning to genuinely love the foods that will support your health in the long termpractice selfcompassion with regard to your eating behaviors and food choicesobserve your own unique eating patterns and identify areas of improvementpractice food mindfulness or mindful eating on a daytoday basis,health
82,valuebased_care_organizational_competencies,0.19672285625038458,ECE,75,75,,IoT Developer,82,,iot developer,Value-Based Care: Organizational Competencies,Health,Course,"value-based care,Organizational Structure,Healthcare Management,Healthcare Quality,Patient Care,",valuebased careorganizational structurehealthcare managementhealthcare qualitypatient care,health
77,meta_react_native_specialization,0.2119379571077402,MCA,65,50,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,77,html css javascript react nodejs angular apis databases,web developer,Meta React Native Specialization,Computer Science,Specialization,"Web Development, React (Web Framework), HTML and CSS, Mobile Development, JavaScript, Test-Driven Development, Front-End Web Development, Object-Oriented Programming (OOP), Linux, Bash (Unix Shell), Github, Version Control, ",web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,computer science
25,cloud_application_development_foundations_speciali,0.34800357099868123,CSIT,85,85,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,25,html css javascript react nodejs angular apis databases,web developer,Cloud Application Development Foundations Specialization,Information Technology,Specialization,"Devops, Python Programming, Node.Js, HTML and CSS, Cloud Applications, Cloud Native, Iaas PaaS Saas, Hybrid Multicloud, Cloud Computing, Cascading Style Sheets (CSS), HTML, Git (Software), ",devops python programming nodejs html and css cloud applications cloud native iaas paas saas hybrid multicloud cloud computing cascading style sheets css html git software,information technology
63,analysis_for_business_systems,0.19943451856394037,CS,85,85,,Cybersecurity Analyst,63,,cybersecurity analyst,Analysis for Business Systems,Information Technology,Course,"Business analysis skills and knowledge,Management,Project management skills and knowledge,",business analysis skills and knowledgemanagementproject management skills and knowledge,information technology
67,survey_data_collection_and_analytics__specializati,0.34093585355757977,MCA,75,65,"Java, C#, Python, Data Structures, Algorithms, Web Development, Database Management",Software Developer,67,java c python data structures algorithms web development database management,software developer,Survey Data Collection and Analytics  Specialization,Data Science,Specialization,"Data Collection, Cluster Sampling, R Programming, Missing Data, Data Quality, Data Analysis, Data Generating Process, ",data collection cluster sampling r programming missing data data quality data analysis data generating process,data science
21,business_english_networking,0.19789515044887326,ECE,85,95,,Signal Processing Engineer,21,,signal processing engineer,Business English: Networking,Language Learning,Course,"Email Writing,Business Communication,Communication,English Language,",email writingbusiness communicationcommunicationenglish language,language learning
75,introduction_to_css3,0.2344265381513443,CSIT,85,85,"HTML, CSS, JavaScript, React, Node.js, Angular, APIs, Databases",Web Developer,75,html css javascript react nodejs angular apis databases,web developer,Introduction to CSS3,Computer Science,Course,"Web Design,Style Sheets,Cascading Style Sheets (CSS),Web Development,",web designstyle sheetscascading style sheets cssweb development,computer science
20,implementing_a_patient_safety_or_quality_improveme,0.19837093263393177,ECE,85,85,,VLSI Engineer,20,,vlsi engineer,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Health,Course,"Risk Management,Project Sustainment,Plan Implementation,",risk managementproject sustainmentplan implementation,health
